C3-A1,C4-A2,F3-A1,F4-A2,F7-A1,F8-A2,Fp1-A1,Fp2-A2,O1-A1,O2-A2,P3-A1,P4-A2,T3-A1,T4-A2,T5-A1,T6-A2,LABEL
4.354314488,17.7676051,22.37216754,22.67246509,-1.851834897,29.57930877,-0.350347143,-14.76462959,6.656595712,-26.07583734,16.06591897,-22.87266346,-18.26810101,29.77950713,-15.36522469,-16.76661326,NORMAL
3.653620203,19.36919203,22.67246509,23.77355612,0.050049592,31.08079652,-1.251239796,-14.36423285,7.357289998,-27.37712673,15.36522469,-22.87266346,-22.17196918,30.78049897,-17.06691081,-19.26909285,NORMAL
3.653620203,19.96978714,22.07186999,22.97276265,0.050049592,32.18188754,-1.551537346,-14.96482795,5.255207141,-28.1779202,15.96581979,-22.57236591,-26.07583734,30.17990387,-18.56839857,-21.97177081,NORMAL
4.254215305,20.57038224,25.87563897,22.27206836,0.650644694,33.08278019,-2.452429999,-16.46631571,8.158083467,-28.7785153,16.26611734,-21.87167163,-27.27702754,31.08079652,-20.1699855,-24.97474632,NORMAL
3.753719387,22.57236591,26.47623407,21.67147326,3.153124285,34.08377203,-2.952925917,-16.76661326,12.76264591,-29.3791104,15.66552224,-21.27107652,-28.47821775,33.08278019,-21.57137407,-26.47623407,NORMAL
2.552529183,24.17395285,25.87563897,20.57038224,2.152132448,33.98367285,-3.053025101,-18.3682002,16.66651408,-29.47920958,15.36522469,-21.27107652,-30.07980468,33.38307774,-22.57236591,-26.97672999,NORMAL
2.75272755,24.4742504,28.97871366,18.66849775,3.153124285,33.18287938,-2.452429999,-23.97375448,23.17296101,-29.77950713,15.36522469,-20.97077897,-30.88059815,31.88158999,-23.77355612,-27.97772183,NORMAL
5.755703059,25.6754406,29.57930877,14.86472877,5.755703059,32.78248264,1.251239796,-28.27801938,26.87663081,-30.68039979,14.46433204,-20.77058061,-31.48119326,31.28099489,-24.97474632,-29.17891203,NORMAL
6.156099794,27.17692836,28.97871366,10.56046387,4.854810407,31.58129244,2.152132448,-29.3791104,25.57534142,-31.1808957,13.56343938,-21.57137407,-31.88158999,31.68139162,-25.87563897,-29.77950713,NORMAL
2.452429999,27.97772183,30.38010224,7.857785916,4.854810407,30.68039979,-2.75272755,-29.77950713,27.17692836,-30.68039979,12.66254673,-21.57137407,-31.48119326,30.38010224,-26.97672999,-30.5803006,NORMAL
1.65163653,29.17891203,30.78049897,6.156099794,7.657587549,31.08079652,-3.85381857,-30.28000305,31.08079652,-30.28000305,11.56145571,-19.86968795,-32.18188754,27.67742428,-27.97772183,-31.28099489,NORMAL
4.254215305,30.68039979,32.48218509,3.453421836,8.858777752,30.98069734,-1.251239796,-29.9797055,32.18188754,-29.67940795,10.66056306,-18.3682002,-33.88357366,26.47623407,-28.57831693,-31.78149081,NORMAL
2.552529183,30.68039979,33.6833753,0.150148775,8.858777752,29.57930877,-2.452429999,-29.17891203,32.78248264,-28.57831693,9.659571221,-18.06790265,-34.18387121,27.07682918,-29.47920958,-32.78248264,NORMAL
-0.55054551,30.98069734,31.58129244,-3.053025101,9.159075303,28.97871366,-3.553521019,-28.1779202,30.38010224,-27.97772183,7.857785916,-17.7676051,-34.48416876,27.67742428,-30.68039979,-34.2839704,NORMAL
-1.751735714,33.18287938,31.38109407,-6.356298161,9.659571221,28.87861448,-3.553521019,-27.07682918,21.77157244,-27.67742428,6.456397345,-17.16700999,-35.38506142,27.07682918,-31.48119326,-35.38506142,NORMAL
-4.154116121,34.8845655,30.07980468,-7.757686732,10.56046387,28.27801938,-6.556496529,-26.37613489,17.86770428,-26.37613489,5.455405509,-16.46631571,-34.2839704,27.37712673,-31.1808957,-34.8845655,NORMAL
-5.355306325,34.08377203,27.07682918,-7.557488365,10.66056306,28.37811856,-6.856794079,-25.77553979,22.37216754,-24.27405203,4.254215305,-15.06492714,-32.78248264,28.87861448,-30.98069734,-34.48416876,NORMAL
-2.652628367,33.98367285,28.97871366,-6.956893263,10.26016632,28.37811856,-2.152132448,-25.17494469,22.07186999,-22.87266346,2.852826734,-13.86373693,-32.48218509,28.87861448,-31.28099489,-34.8845655,NORMAL
-0.350347143,35.4851606,29.47920958,-6.956893263,11.86175326,27.37712673,1.351338979,-24.87464714,15.36522469,-21.67147326,1.851834897,-14.0639353,-31.58129244,27.77752346,-31.28099489,-34.48416876,NORMAL
1.051041428,36.6863508,27.37712673,-7.15709163,13.66353857,25.97573816,3.453421836,-24.57434958,11.86175326,-20.1699855,1.251239796,-13.86373693,-30.07980468,27.47722591,-30.98069734,-33.28297856,NORMAL
1.851834897,35.78545815,29.77950713,-8.158083467,14.16403449,25.27504387,4.054016938,-24.07385367,11.16105898,-18.9687953,0.650644694,-12.96284428,-29.77950713,27.37712673,-30.88059815,-32.98268101,NORMAL
-2.152132448,35.28496223,28.87861448,-9.859769589,15.66552224,24.07385367,2.452429999,-23.47325856,10.96086061,-17.7676051,0.050049592,-12.06195163,-28.87861448,27.07682918,-30.28000305,-31.88158999,NORMAL
-4.754711223,36.38605325,25.27504387,-11.06095979,16.56641489,22.07186999,2.452429999,-23.37315938,13.86373693,-16.26611734,-0.55054551,-11.66155489,-26.37613489,27.37712673,-29.17891203,-29.3791104,NORMAL
-2.352330816,36.0857557,25.97573816,-11.46135653,17.26710918,20.27008469,3.753719387,-23.37315938,16.26611734,-14.76462959,-0.850843061,-11.36125734,-23.67345693,26.47623407,-28.47821775,-27.27702754,NORMAL
-3.653620203,33.48317693,25.97573816,-12.36224918,19.86968795,18.76859693,2.852826734,-23.17296101,15.06492714,-13.16304265,-1.151140612,-11.76165408,-21.57137407,23.57335775,-27.87762264,-25.77553979,NORMAL
-6.956893263,31.88158999,24.17395285,-13.76363775,21.37117571,16.06591897,0.650644694,-23.07286183,14.56443122,-11.76165408,-1.151140612,-12.26215,-19.46929122,20.77058061,-27.07682918,-23.97375448,NORMAL
-6.856794079,31.38109407,24.37415122,-15.36522469,22.07186999,12.16205081,-1.251239796,-23.47325856,16.26611734,-10.26016632,-0.650644694,-12.06195163,-17.06691081,18.76859693,-25.77553979,-21.97177081,NORMAL
-7.557488365,30.17990387,22.37216754,-18.26810101,24.37415122,8.458381018,-1.251239796,-23.37315938,17.16700999,-8.658579385,-0.55054551,-11.76165408,-16.56641489,15.46532387,-24.27405203,-20.37018387,NORMAL
-8.758678569,28.67841611,19.86968795,-21.37117571,25.0748455,4.854810407,1.251239796,-22.17196918,16.26611734,-6.856794079,0.050049592,-11.96185245,-18.26810101,9.659571221,-23.07286183,-18.56839857,NORMAL
-6.956893263,27.07682918,18.9687953,-23.37315938,25.37514305,1.251239796,2.252231632,-21.37117571,15.16502632,-5.355306325,1.051041428,-12.26215,-18.26810101,4.654612039,-22.17196918,-17.46730755,NORMAL
-7.457389181,24.17395285,16.66651408,-23.77355612,28.07782101,-1.251239796,0.750743877,-21.07087816,15.16502632,-3.353322652,1.351338979,-12.8627451,-15.26512551,3.353322652,-20.77058061,-16.26611734,NORMAL
-10.46036469,21.17097734,15.06492714,-23.47325856,29.27901122,-3.553521019,-0.350347143,-20.1699855,15.66552224,-1.551537346,2.152132448,-13.26314183,-12.96284428,0.650644694,-19.46929122,-14.76462959,NORMAL
-11.96185245,18.3682002,13.26314183,-22.27206836,28.57831693,-6.356298161,-2.352330816,-19.5693904,15.36522469,0.050049592,4.054016938,-13.26314183,-11.96185245,-4.254215305,-18.06790265,-13.76363775,NORMAL
-11.76165408,15.46532387,10.36026551,-21.97177081,31.38109407,-8.358281834,-3.253223468,-18.56839857,14.86472877,1.951934081,4.95490959,-13.4633402,-9.659571221,-5.955901427,-16.56641489,-11.66155489,NORMAL
-9.659571221,13.96383612,7.9578851,-22.57236591,35.78545815,-8.958876936,-1.551537346,-17.06691081,13.66353857,4.554512856,5.555504692,-14.0639353,-6.656595712,-4.854810407,-14.6645304,-8.057984283,NORMAL
-7.757686732,12.66254673,5.855802243,-22.27206836,38.58823529,-9.859769589,-0.650644694,-15.86572061,12.06195163,6.456397345,7.257190814,-14.36423285,-4.254215305,-5.055008774,-12.96284428,-5.055008774,NORMAL
-7.557488365,9.159075303,4.554512856,-21.37117571,40.89051652,-10.86076143,-0.55054551,-15.56542306,11.86175326,8.158083467,8.25818265,-14.0639353,-2.352330816,-5.655603876,-11.66155489,-2.452429999,NORMAL
-5.455405509,6.756694896,3.653620203,-20.47028305,41.5912108,-11.46135653,-0.950942245,-14.6645304,12.46234836,9.659571221,8.558480201,-13.4633402,-0.950942245,-6.956893263,-9.959868772,0.150148775,NORMAL
-5.955901427,6.156099794,2.552529183,-19.16899367,42.69230182,-12.8627451,-5.955901427,-13.4633402,11.26115816,11.16105898,10.05996796,-12.36224918,0.050049592,-9.05897612,-7.757686732,3.053025101,NORMAL
-14.0639353,4.554512856,0.350347143,-17.46730755,43.09269856,-13.86373693,-11.66155489,-12.26215,9.959868772,12.76264591,11.76165408,-11.36125734,0.950942245,-10.26016632,-5.455405509,5.555504692,NORMAL
-16.26611734,2.75272755,-2.052033265,-16.26611734,40.69031815,-14.36423285,-10.46036469,-10.86076143,8.458381018,13.96383612,12.36224918,-10.26016632,1.65163653,-11.46135653,-3.253223468,7.857785916,NORMAL
-6.856794079,1.251239796,-4.754711223,-14.46433204,40.69031815,-15.26512551,-3.553521019,-9.659571221,6.156099794,15.06492714,13.06294347,-8.758678569,3.453421836,-12.8627451,-0.850843061,9.659571221,NORMAL
-3.253223468,-2.152132448,-6.656595712,-13.16304265,42.49210346,-17.36720836,-0.650644694,-8.658579385,4.654612039,16.06591897,13.86373693,-7.757686732,6.956893263,-12.96284428,1.051041428,12.16205081,NORMAL
-8.658579385,-4.754711223,-6.656595712,-12.36224918,40.89051652,-19.16899367,-5.955901427,-7.15709163,3.453421836,16.96681163,14.16403449,-6.356298161,9.659571221,-14.46433204,3.053025101,14.46433204,NORMAL
-10.46036469,-3.653620203,-6.05600061,-10.76066224,37.68734264,-20.67048142,-9.959868772,-5.355306325,1.351338979,17.56740673,14.56443122,-4.454413672,11.26115816,-17.66750591,4.854810407,15.16502632,NORMAL
-9.259174487,-5.055008774,-6.356298161,-9.559472038,34.08377203,-22.27206836,-6.856794079,-4.154116121,-0.350347143,18.06790265,14.86472877,-2.452429999,12.96284428,-20.06988632,6.356298161,15.36522469,NORMAL
-9.659571221,-10.16006714,-6.956893263,-9.359273671,31.68139162,-24.27405203,-5.455405509,-2.952925917,-1.451438163,18.16800183,15.16502632,-1.451438163,13.86373693,-23.47325856,7.9578851,15.96581979,NORMAL
-8.958876936,-12.36224918,-9.559472038,-8.458381018,28.87861448,-25.27504387,-7.457389181,-1.751735714,-1.851834897,17.86770428,15.76562142,-0.55054551,14.56443122,-26.67643244,9.459372854,16.26611734,NORMAL
-6.956893263,-11.66155489,-12.66254673,-6.956893263,22.67246509,-25.47524224,-5.355306325,-0.650644694,-1.751735714,17.86770428,16.06591897,0.450446326,16.36621653,-27.07682918,10.66056306,16.56641489,NORMAL
-5.355306325,-12.66254673,-12.66254673,-6.856794079,19.36919203,-25.87563897,-2.75272755,0.050049592,-1.151140612,17.56740673,15.96581979,1.951934081,17.86770428,-28.27801938,11.86175326,16.86671244,NORMAL
-3.253223468,-14.96482795,-12.56244755,-6.556496529,19.96978714,-26.67643244,-3.953917754,0.650644694,0.650644694,16.96681163,15.76562142,4.254215305,17.46730755,-30.98069734,13.06294347,16.86671244,NORMAL
-1.551537346,-15.66552224,-13.86373693,-5.955901427,15.76562142,-26.97672999,-1.851834897,1.351338979,3.453421836,16.66651408,15.66552224,6.05600061,16.96681163,-31.58129244,14.16403449,16.86671244,NORMAL
-0.950942245,-16.46631571,-13.26314183,-5.955901427,9.659571221,-26.17593652,1.851834897,1.851834897,5.155107958,16.36621653,15.36522469,6.656595712,16.96681163,-31.1808957,15.06492714,16.86671244,NORMAL
-0.050049592,-17.16700999,-12.8627451,-5.355306325,7.9578851,-24.87464714,0.650644694,2.452429999,5.455405509,15.66552224,15.46532387,7.557488365,16.86671244,-29.9797055,15.66552224,16.36621653,NORMAL
0.050049592,-16.16601816,-14.96482795,-3.85381857,5.555504692,-23.97375448,-1.551537346,3.353322652,7.056992447,14.56443122,15.66552224,9.459372854,17.16700999,-27.37712673,16.26611734,16.86671244,NORMAL
-2.352330816,-15.86572061,-15.66552224,-3.353322652,2.852826734,-22.47226673,-3.353322652,4.054016938,8.158083467,13.56343938,16.06591897,11.86175326,17.46730755,-24.67444877,16.66651408,17.46730755,NORMAL
-4.454413672,-17.66750591,-15.06492714,-3.253223468,3.353322652,-19.76958877,-5.155107958,4.854810407,5.255207141,12.16205081,16.26611734,13.96383612,17.16700999,-22.47226673,17.26710918,17.86770428,NORMAL
-3.053025101,-17.46730755,-16.46631571,-1.751735714,2.75272755,-17.46730755,-2.75272755,5.855802243,0.750743877,10.86076143,16.06591897,16.06591897,16.66651408,-20.37018387,17.86770428,18.3682002,NORMAL
-4.554512856,-15.66552224,-18.56839857,-0.850843061,2.252231632,-16.86671244,-1.451438163,6.656595712,-2.052033265,9.459372854,16.66651408,17.26710918,16.56641489,-19.5693904,17.86770428,18.3682002,NORMAL
-11.76165408,-15.86572061,-20.1699855,-0.350347143,1.65163653,-15.66552224,-7.257190814,7.056992447,-3.653620203,7.9578851,17.86770428,17.86770428,15.76562142,-18.9687953,17.46730755,17.56740673,NORMAL
-14.76462959,-16.26611734,-21.67147326,0.150148775,-3.953917754,-14.16403449,-11.36125734,7.257190814,-3.653620203,6.756694896,17.7676051,19.26909285,15.36522469,-17.36720836,17.26710918,16.96681163,NORMAL
-10.26016632,-17.16700999,-22.77256428,0.750743877,-10.26016632,-13.86373693,-7.15709163,7.357289998,-1.851834897,5.855802243,17.16700999,21.07087816,15.36522469,-16.46631571,17.16700999,16.36621653,NORMAL
-8.158083467,-22.17196918,-24.67444877,0.950942245,-13.56343938,-14.0639353,-3.653620203,8.25818265,-0.55054551,4.654612039,17.26710918,21.47127489,15.06492714,-16.26611734,16.86671244,15.16502632,NORMAL
-8.958876936,-24.97474632,-26.37613489,1.351338979,-16.46631571,-13.76363775,-4.254215305,9.459372854,0.050049592,3.453421836,17.26710918,21.67147326,14.46433204,-16.26611734,16.26611734,13.56343938,NORMAL
-8.358281834,-21.87167163,-26.07583734,1.551537346,-17.06691081,-13.4633402,-5.155107958,10.36026551,1.051041428,2.552529183,16.96681163,22.67246509,13.86373693,-16.46631571,15.66552224,12.16205081,NORMAL
-9.959868772,-20.67048142,-26.37613489,1.051041428,-18.56839857,-12.8627451,-6.656595712,11.56145571,0.950942245,1.65163653,17.46730755,23.2730602,13.06294347,-16.16601816,14.46433204,10.36026551,NORMAL
-11.66155489,-22.87266346,-27.97772183,1.65163653,-20.1699855,-11.46135653,-8.758678569,12.46234836,-2.052033265,0.650644694,17.56740673,22.57236591,11.26115816,-15.36522469,13.36324102,8.458381018,NORMAL
-8.958876936,-21.57137407,-27.87762264,1.951934081,-14.76462959,-10.16006714,-9.259174487,12.96284428,-6.256198978,0.050049592,16.96681163,22.37216754,9.359273671,-14.46433204,12.16205081,6.756694896,NORMAL
-7.15709163,-18.66849775,-26.37613489,0.650644694,-11.76165408,-8.758678569,-9.05897612,12.96284428,-5.755703059,-0.55054551,17.46730755,22.27206836,8.158083467,-12.06195163,10.86076143,5.255207141,NORMAL
-6.656595712,-17.46730755,-25.77553979,0.050049592,-12.36224918,-7.15709163,-8.358281834,12.96284428,-2.052033265,-1.151140612,17.26710918,21.77157244,6.756694896,-9.359273671,9.359273671,3.753719387,NORMAL
-4.454413672,-15.66552224,-25.57534142,0.050049592,-6.556496529,-5.455405509,-5.755703059,13.26314183,-0.950942245,-1.751735714,15.66552224,21.67147326,5.255207141,-8.458381018,8.158083467,2.552529183,NORMAL
-2.652628367,-14.36423285,-25.17494469,-0.55054551,-14.0639353,-3.953917754,-2.652628367,13.96383612,-0.950942245,-1.851834897,14.46433204,21.77157244,4.254215305,-7.457389181,6.756694896,1.65163653,NORMAL
-2.352330816,-14.76462959,-24.67444877,-0.950942245,-36.58625162,-3.253223468,-0.850843061,14.56443122,1.551537346,-1.751735714,14.56443122,21.77157244,3.753719387,-4.754711223,5.255207141,0.750743877,NORMAL
-1.751735714,-13.86373693,-24.27405203,-1.251239796,-37.28694591,-2.452429999,-0.55054551,15.46532387,3.453421836,-1.751735714,13.66353857,22.67246509,3.053025101,-3.253223468,4.054016938,-0.050049592,NORMAL
-1.851834897,-12.56244755,-23.77355612,-2.352330816,-22.87266346,-1.451438163,-0.950942245,16.56641489,2.452429999,-1.751735714,12.66254673,22.97276265,2.252231632,-2.452429999,3.053025101,-0.850843061,NORMAL
0.050049592,-11.76165408,-23.37315938,-2.952925917,-21.37117571,-0.950942245,0.050049592,16.56641489,0.450446326,-1.451438163,11.56145571,22.97276265,1.851834897,-0.950942245,1.951934081,-1.251239796,NORMAL
3.053025101,-9.259174487,-21.87167163,-3.253223468,-19.5693904,-0.650644694,1.65163653,15.76562142,-1.851834897,-0.950942245,9.759670405,23.8736553,1.351338979,-1.451438163,1.351338979,-1.551537346,NORMAL
2.252231632,-6.856794079,-20.06988632,-3.953917754,-14.0639353,-0.350347143,0.650644694,15.36522469,-3.553521019,-0.55054551,7.657587549,24.97474632,1.051041428,-2.75272755,0.750743877,-1.751735714,NORMAL
3.753719387,-7.457389181,-18.86869612,-5.055008774,-14.76462959,-0.55054551,0.650644694,14.46433204,-5.455405509,-0.050049592,5.855802243,25.57534142,0.450446326,-0.55054551,0.150148775,-1.751735714,NORMAL
11.26115816,-7.457389181,-17.06691081,-5.955901427,-9.959868772,-0.950942245,6.356298161,13.36324102,-9.359273671,0.350347143,4.254215305,25.97573816,0.050049592,0.950942245,0.050049592,-1.751735714,NORMAL
14.56443122,-6.256198978,-14.76462959,-6.956893263,-4.554512856,-0.650644694,10.56046387,12.96284428,-8.358281834,1.051041428,3.353322652,25.87563897,0.350347143,-2.152132448,-0.250247959,-1.451438163,NORMAL
13.06294347,-6.05600061,-13.76363775,-7.257190814,-4.254215305,-1.251239796,9.159075303,12.36224918,-3.353322652,1.951934081,1.951934081,25.57534142,0.750743877,-4.154116121,-0.650644694,-1.151140612,NORMAL
13.86373693,-6.256198978,-13.86373693,-7.457389181,1.851834897,-2.452429999,9.05897612,12.06195163,-5.755703059,2.75272755,-0.250247959,25.37514305,0.450446326,-2.75272755,-0.650644694,-0.950942245,NORMAL
13.06294347,-6.256198978,-13.76363775,-8.358281834,-10.76066224,-3.053025101,8.758678569,12.66254673,-11.66155489,3.753719387,-2.152132448,24.67444877,0.650644694,-3.053025101,-0.350347143,-0.650644694,NORMAL
10.86076143,-7.457389181,-13.76363775,-8.658579385,-49.89944305,-3.353322652,6.456397345,12.76264591,-11.96185245,4.654612039,-3.85381857,23.77355612,1.551537346,-2.152132448,-0.350347143,-0.250247959,NORMAL
13.06294347,-8.057984283,-13.4633402,-9.359273671,-65.41481651,-3.553521019,9.459372854,12.66254673,-12.06195163,5.455405509,-5.955901427,23.17296101,2.152132448,0.050049592,-0.050049592,0.050049592,NORMAL
15.06492714,-7.257190814,-12.96284428,-10.86076143,-55.60509651,-3.053025101,13.06294347,13.26314183,-12.26215,5.855802243,-7.457389181,21.67147326,2.75272755,-1.451438163,0.450446326,0.150148775,NORMAL
11.16105898,-6.956893263,-12.66254673,-10.86076143,-59.40886549,-2.75272755,8.558480201,13.86373693,-9.959868772,6.456397345,-9.05897612,19.96978714,3.753719387,-2.75272755,1.051041428,0.750743877,NORMAL
8.25818265,-6.556496529,-12.06195163,-9.959868772,-61.91134508,-2.75272755,3.953917754,14.86472877,-13.86373693,6.756694896,-11.66155489,18.66849775,4.354314488,-0.850843061,1.65163653,1.351338979,NORMAL
9.459372854,-5.455405509,-11.76165408,-10.46036469,-54.10360876,-2.652628367,3.953917754,16.56641489,-22.47226673,7.357289998,-13.76363775,17.7676051,4.654612039,-0.55054551,2.75272755,2.452429999,NORMAL
9.959868772,-5.155107958,-11.76165408,-11.96185245,-57.70717937,-2.952925917,1.951934081,17.86770428,-24.67444877,8.25818265,-14.6645304,17.16700999,5.855802243,0.350347143,3.753719387,3.653620203,NORMAL
9.759670405,-5.455405509,-11.96185245,-12.56244755,-57.90737774,-3.85381857,2.252231632,19.5693904,-24.67444877,8.758678569,-16.16601816,16.96681163,7.257190814,3.453421836,4.854810407,4.354314488,NORMAL
10.66056306,-5.755703059,-11.76165408,-13.16304265,-51.00053407,-3.85381857,6.05600061,21.17097734,-24.97474632,9.05897612,-17.66750591,16.86671244,7.9578851,1.351338979,6.356298161,5.255207141,NORMAL
11.86175326,-6.556496529,-11.46135653,-14.0639353,-53.10261692,-3.85381857,7.357289998,22.57236591,-22.57236591,9.659571221,-18.66849775,16.86671244,8.558480201,-2.952925917,7.357289998,6.356298161,NORMAL
12.66254673,-7.257190814,-10.56046387,-15.26512551,-44.99458305,-4.854810407,9.05897612,24.67444877,-24.87464714,9.759670405,-20.97077897,17.46730755,9.159075303,-2.652628367,7.657587549,6.956893263,NORMAL
11.76165408,-8.158083467,-10.46036469,-16.56641489,-32.98268101,-6.05600061,11.16105898,27.47722591,-32.48218509,9.459372854,-22.87266346,18.06790265,9.05897612,-2.452429999,8.558480201,7.056992447,NORMAL
9.659571221,-9.259174487,-11.06095979,-17.7676051,-34.58426795,-7.457389181,9.759670405,29.77950713,-31.28099489,9.959868772,-22.87266346,18.16800183,8.558480201,-5.955901427,9.759670405,7.657587549,NORMAL
9.459372854,-10.46036469,-11.16105898,-18.06790265,-11.36125734,-9.259174487,11.46135653,31.98168917,-23.37315938,10.36026551,-23.07286183,18.3682002,8.158083467,-8.658579385,10.26016632,7.657587549,NORMAL
9.359273671,-11.66155489,-10.86076143,-17.96780346,26.17593652,-11.36125734,15.06492714,34.38406958,-22.47226673,10.26016632,-24.57434958,17.86770428,8.158083467,-10.46036469,10.56046387,7.357289998,NORMAL
6.756694896,-12.66254673,-10.46036469,-18.06790265,23.77355612,-13.16304265,10.86076143,36.78644999,-24.27405203,10.36026551,-25.57534142,16.66651408,8.458381018,-12.96284428,11.26115816,7.257190814,NORMAL
5.155107958,-12.96284428,-10.26016632,-18.26810101,7.357289998,-14.16403449,4.95490959,39.1888304,-22.47226673,11.16105898,-26.37613489,15.66552224,8.858777752,-14.6645304,11.86175326,7.357289998,NORMAL
6.05600061,-12.96284428,-11.36125734,-17.16700999,-9.559472038,-15.06492714,4.554512856,39.7894255,-22.87266346,11.56145571,-27.37712673,15.16502632,9.05897612,-15.56542306,12.46234836,7.857785916,NORMAL
5.855802243,-14.36423285,-12.56244755,-15.36522469,-51.00053407,-15.56542306,3.653620203,37.98764019,-22.17196918,11.86175326,-28.47821775,14.56443122,9.159075303,-16.16601816,12.76264591,8.858777752,NORMAL
5.455405509,-15.56542306,-11.76165408,-13.16304265,-61.2106508,-15.36522469,1.851834897,36.18585489,-16.46631571,12.36224918,-30.07980468,12.66254673,9.359273671,-15.96581979,12.66254673,9.659571221,NORMAL
5.155107958,-14.6645304,-11.06095979,-9.359273671,-26.77653162,-15.36522469,2.252231632,34.98466468,-19.46929122,12.46234836,-32.38208591,10.66056306,9.359273671,-14.76462959,12.76264591,9.959868772,NORMAL
3.053025101,-12.8627451,-11.46135653,-7.857785916,-17.96780346,-15.86572061,3.453421836,33.48317693,-30.38010224,12.96284428,-33.58327611,10.05996796,9.159075303,-13.16304265,13.36324102,10.86076143,NORMAL
1.051041428,-13.26314183,-10.56046387,-9.659571221,-23.07286183,-15.86572061,5.455405509,32.18188754,-31.1808957,13.56343938,-33.98367285,9.459372854,9.659571221,-12.8627451,13.36324102,11.56145571,NORMAL
1.65163653,-14.16403449,-9.859769589,-8.358281834,-8.958876936,-15.06492714,7.056992447,30.48020142,-25.77553979,13.96383612,-34.58426795,8.558480201,10.36026551,-13.26314183,13.56343938,11.86175326,NORMAL
2.152132448,-13.4633402,-10.46036469,-4.454413672,-1.751735714,-14.6645304,6.656595712,28.87861448,-26.47623407,14.46433204,-35.08476387,7.357289998,10.66056306,-12.66254673,13.96383612,12.46234836,NORMAL
1.951934081,-12.66254673,-10.86076143,-4.254215305,4.554512856,-14.6645304,6.356298161,28.37811856,-28.57831693,15.06492714,-34.8845655,6.156099794,11.26115816,-12.56244755,14.46433204,13.26314183,NORMAL
2.552529183,-13.26314183,-10.86076143,-5.655603876,16.66651408,-14.6645304,6.156099794,27.47722591,-29.77950713,15.06492714,-34.58426795,4.854810407,12.16205081,-12.66254673,14.56443122,13.36324102,NORMAL
2.452429999,-13.26314183,-10.26016632,-5.755703059,18.06790265,-14.46433204,5.155107958,25.6754406,-32.68238346,15.06492714,-34.48416876,3.953917754,12.46234836,-12.36224918,14.86472877,13.56343938,NORMAL
2.852826734,-13.16304265,-9.259174487,-5.955901427,25.57534142,-14.76462959,6.756694896,24.97474632,-32.08178836,15.36522469,-33.98367285,3.053025101,12.76264591,-13.16304265,15.16502632,12.96284428,NORMAL
2.552529183,-13.56343938,-9.559472038,-4.254215305,32.88258183,-14.96482795,7.557488365,25.6754406,-29.67940795,15.16502632,-33.6833753,2.552529183,13.66353857,-14.96482795,15.46532387,12.66254673,NORMAL
2.75272755,-13.76363775,-10.46036469,-1.551537346,25.57534142,-14.76462959,6.05600061,25.97573816,-28.47821775,14.86472877,-32.98268101,2.552529183,14.26413367,-15.56542306,15.76562142,12.96284428,NORMAL
2.75272755,-13.76363775,-9.659571221,-0.850843061,30.48020142,-14.76462959,6.756694896,25.0748455,-23.67345693,14.26413367,-31.88158999,1.65163653,13.96383612,-15.96581979,15.66552224,11.46135653,NORMAL
2.152132448,-14.16403449,-9.959868772,0.050049592,43.39299611,-14.76462959,10.86076143,23.2730602,-24.27405203,13.86373693,-30.98069734,1.051041428,14.26413367,-17.96780346,15.66552224,8.758678569,NORMAL
2.552529183,-14.76462959,-10.76066224,2.152132448,40.59021897,-14.36423285,12.46234836,21.47127489,-33.58327611,13.66353857,-30.5803006,1.251239796,14.76462959,-18.86869612,16.06591897,8.158083467,NORMAL
1.65163653,-15.26512551,-9.359273671,4.254215305,34.08377203,-13.56343938,8.758678569,18.76859693,-34.8845655,13.26314183,-28.87861448,0.650644694,14.46433204,-18.26810101,16.06591897,9.359273671,NORMAL
1.551537346,-15.56542306,-8.057984283,6.156099794,25.57534142,-13.26314183,6.156099794,14.56443122,-30.68039979,12.96284428,-26.17593652,-0.050049592,14.46433204,-16.46631571,15.76562142,10.36026551,NORMAL
3.653620203,-14.96482795,-8.158083467,9.759670405,20.77058061,-12.36224918,5.755703059,10.96086061,-29.3791104,12.96284428,-24.87464714,-0.650644694,14.86472877,-14.46433204,15.76562142,11.86175326,NORMAL
0.750743877,-14.36423285,-8.158083467,13.26314183,23.17296101,-10.26016632,2.252231632,8.558480201,-21.07087816,12.46234836,-24.67444877,-2.75272755,14.46433204,-12.96284428,15.76562142,13.36324102,NORMAL
-1.851834897,-13.76363775,-8.057984283,15.36522469,14.76462959,-8.458381018,0.650644694,6.156099794,-14.46433204,11.86175326,-23.67345693,-4.754711223,14.46433204,-10.16006714,15.66552224,14.26413367,NORMAL
1.251239796,-12.66254673,-7.457389181,17.26710918,24.67444877,-6.856794079,2.452429999,4.554512856,-16.56641489,11.26115816,-21.37117571,-5.355306325,14.86472877,-6.256198978,15.36522469,15.06492714,NORMAL
0.450446326,-11.46135653,-6.856794079,19.66948959,54.70420386,-3.953917754,0.750743877,3.453421836,-6.256198978,10.56046387,-19.16899367,-6.356298161,14.76462959,-4.154116121,14.86472877,16.06591897,NORMAL
-3.353322652,-10.46036469,-6.656595712,21.77157244,56.50598917,-1.551537346,-0.850843061,2.152132448,13.96383612,9.759670405,-16.46631571,-8.158083467,14.26413367,-3.553521019,14.46433204,16.56641489,NORMAL
